QUESTION_NAME,COLUMN_NAME,PreferNotToAnswerSelection,Reverse_Coded_DuringCollection,SUBSCALE_NAME,SUBSCALE_NAME_2,Your_Scale_Min,Your_Scale_Max,Correct Answer,,,Foraging Yale,,Foraging Pilot,,,Sample Data
DDQ_27,DDQ1_27,N/A,,,,1,2,,,,QID97,,QID79,,,DDQ1_27
QIDS_1,QIDS_1,5,,,,1,5,,,,,,QID34,,,QIDS_1
QIDS_2,QIDS_2,5,,,,1,5,,,,,,QID34,,,QIDS_2
QIDS_3,QIDS_3,5,,,,1,5,,,,,,QID35,,,QIDS_3
QIDS_4,QIDS_4,5,,,,1,5,,,,,,QID36,,,QIDS_4
QIDS_5,QIDS_5,5,,,,1,5,,,,,,QID37,,,QIDS_5
QIDS_6,QIDS_6,5,,,,1,5,,,,,,QID38,,,QIDS_6
QIDS_7,QIDS_7,5,,,,1,5,,,,,,QID39,,,QIDS_7
QIDS_8,QIDS_8,5,,,,1,5,,,,,,QID40,,,QIDS_8
QIDS_9,QIDS_9,5,,,,1,5,,,,,,QID41,,,QIDS_9
QIDS_10,QIDS_10,5,,,,1,5,,,,,,QID42,,,QIDS_10
QIDS_11,QIDS_11,5,,,,1,5,,,,,,QID43,,,QIDS_11
QIDS_12,QIDS_12,5,,,,1,5,,,,,,QID44,,,QIDS_12
QIDS_13,QIDS_13,5,,,,1,5,,,,,,QID45,,,QIDS_13
QIDS_14,QIDS_14,5,,,,1,5,,,,,,QID46,,,QIDS_14
QIDS_15,QIDS_15,5,,,,1,5,,,,,,QID47,,,QIDS_15
QIDS_16,QIDS_16,5,,,,1,5,,,,,,QID48,,,QIDS_16
ncog_1,ncog_1,6,,,,1,5,,,,,,,,,ncog_1
ncog_2,ncog_2,6,,,,1,5,,,,,,,,,ncog_2
ncog_3,ncog_3,6,,,,1,5,,,,,,,,,ncog_3
ncog_4,ncog_4,6,,,,1,5,,,,,,,,,ncog_4
ncog_5,ncog_5,6,,,,1,5,,,,,,,,,ncog_5
ncog_6,ncog_6,6,,,,1,5,,,,,,,,,ncog_6
ncog_7,ncog_7,6,,,,1,5,,,,,,,,,ncog_7
ncog_8,ncog_8,6,,,,1,5,,,,,,,,,ncog_8
ncog_9,ncog_9,6,,,,1,5,,,,,,,,,ncog_9
ncog_10,ncog_10,6,,,,1,5,,,,,,,,,ncog_10
ncog_11,ncog_11,6,,,,1,5,,,,,,,,,ncog_11
ncog_12,ncog_12,6,,,,1,5,,,,,,,,,ncog_12
ncog_13,ncog_13,6,,,,1,5,,,,,,,,,ncog_13
ncog_14,ncog_14,6,,,,1,5,,,,,,,,,ncog_14
ncog_15,ncog_15,6,,,,1,5,,,,,,,,,ncog_15
ncog_16,ncog_16,6,,,,1,5,,,,,,,,,ncog_16
ncog_17,ncog_17,6,,,,1,5,,,,,,,,,ncog_17
ncog_18,ncog_18,6,,,,1,5,,,,,,,,,ncog_18
